ID,data_field,Data Set,data_structure,Data Type,Length
14118,ADCFNM,SCI_TRBK 2015-09-16,SI_TRBK_IVAADR,,0
14491,ADCONP,SCI_TRBK 2015-09-16,SI_TRBK_SHRADD,,0
14119,ADCSNM,SCI_TRBK 2015-09-16,SI_TRBK_IVAADR,,0
14120,ADCTTL,SCI_TRBK 2015-09-16,SI_TRBK_IVAADR,,0
14492,ADCTY1,SCI_TRBK 2015-09-16,SI_TRBK_SHRADD,,0
14121,ADCTYB,SCI_TRBK 2015-09-16,SI_TRBK_IVAADR,,0
14493,ADDCMT,SCI_TRBK 2015-09-16,SI_TRBK_SHRADD,,0
14494,ADDCNC,SCI_TRBK 2015-09-16,SI_TRBK_SHRADD,,0
14495,ADDCNN,SCI_TRBK 2015-09-16,SI_TRBK_SHRADD,,0
14496,ADDCNT,SCI_TRBK 2015-09-16,SI_TRBK_SHRADD,,0
14122,ADDECD,SCI_TRBK 2015-09-16,SI_TRBK_IVAADR,,0
13397,ADDITIONAL_REQ_CDE,SCI_OSVC 2015-09-16,SI_OSVC_TOSIN001,,0
16607,ADDL_PROD_DESC,IDL20170908,PROD_NAME,VARCHAR,250
29490,ADDL_PROD_DESC,IDL20180116,PROD_NAME,VARCHAR,250
16608,ADDL_PROD_NAME,IDL20170908,PROD_NAME,VARCHAR,100
29491,ADDL_PROD_NAME,IDL20180116,PROD_NAME,VARCHAR,100
13180,Address,SCI_MANU 2016-04-11,SI_MANU_EXPER_TOP_TRNOVR,,0
13096,ADDRESS1,SCI_MANU 2016-04-11,SI_MANU_CUST_CLASSIFICATION,,0
13112,ADDRESS1,SCI_MANU 2016-04-11,SI_MANU_CUST_CLASSIFICATION_BA,,0
13113,ADDRESS2,SCI_MANU 2016-04-11,SI_MANU_CUST_CLASSIFICATION_BA,,0
13097,ADDRESS2,SCI_MANU 2016-04-11,SI_MANU_CUST_CLASSIFICATION,,0
13098,ADDRESS_COUNTRY,SCI_MANU 2016-04-11,SI_MANU_CUST_CLASSIFICATION,,0
13114,ADDRESS_COUNTRY,SCI_MANU 2016-04-11,SI_MANU_CUST_CLASSIFICATION_BA,,0
10897,ADDRESS_LINE1,SCI_DGSC 2015-03-18,SI_DGSC_CUSTOMER,,0
13456,ADDRESS_LINE1,SCI_PBDW 2015-09-10,SI_PBDW_BI_SCV_MERGE,,0
10898,ADDRESS_LINE2,SCI_DGSC 2015-03-18,SI_DGSC_CUSTOMER,,0
13457,ADDRESS_LINE2,SCI_PBDW 2015-09-10,SI_PBDW_BI_SCV_MERGE,,0
10899,ADDRESS_LINE3,SCI_DGSC 2015-03-18,SI_DGSC_CUSTOMER,,0
13458,ADDRESS_LINE3,SCI_PBDW 2015-09-10,SI_PBDW_BI_SCV_MERGE,,0
10900,ADDRESS_LINE4,SCI_DGSC 2015-03-18,SI_DGSC_CUSTOMER,,0
13459,ADDRESS_LINE4,SCI_PBDW 2015-09-10,SI_PBDW_BI_SCV_MERGE,,0
11071,ADDRESS_LINE_1,SCI_EQFX 2015-03-18,SI_EQFX_SCV_IDSP,,0
11026,ADDRESS_LINE_1,SCI_EQFX 2015-03-18,SI_EQFX_SCV_EXPT,,0
11143,ADDRESS_LINE_1,SCI_FMLY_2015-06-12,SI_FMLY_PO_ISA_CUSTOMER,,0
10981,ADDRESS_LINE_1,SCI_EQFX 2015-03-18,SI_EQFX_SCV_EXCL,,0
10948,ADDRESS_LINE_1,SCI_EQFX 2015-03-18,SI_EQFX_SCV_CUST,,0
11027,ADDRESS_LINE_2,SCI_EQFX 2015-03-18,SI_EQFX_SCV_EXPT,,0
11144,ADDRESS_LINE_2,SCI_FMLY_2015-06-12,SI_FMLY_PO_ISA_CUSTOMER,,0
10982,ADDRESS_LINE_2,SCI_EQFX 2015-03-18,SI_EQFX_SCV_EXCL,,0
11072,ADDRESS_LINE_2,SCI_EQFX 2015-03-18,SI_EQFX_SCV_IDSP,,0
10949,ADDRESS_LINE_2,SCI_EQFX 2015-03-18,SI_EQFX_SCV_CUST,,0
11028,ADDRESS_LINE_3,SCI_EQFX 2015-03-18,SI_EQFX_SCV_EXPT,,0
11145,ADDRESS_LINE_3,SCI_FMLY_2015-06-12,SI_FMLY_PO_ISA_CUSTOMER,,0
10983,ADDRESS_LINE_3,SCI_EQFX 2015-03-18,SI_EQFX_SCV_EXCL,,0
11073,ADDRESS_LINE_3,SCI_EQFX 2015-03-18,SI_EQFX_SCV_IDSP,,0
10950,ADDRESS_LINE_3,SCI_EQFX 2015-03-18,SI_EQFX_SCV_CUST,,0
11146,ADDRESS_LINE_4,SCI_FMLY_2015-06-12,SI_FMLY_PO_ISA_CUSTOMER,,0
10951,ADDRESS_LINE_4,SCI_EQFX 2015-03-18,SI_EQFX_SCV_CUST,,0
10984,ADDRESS_LINE_4,SCI_EQFX 2015-03-18,SI_EQFX_SCV_EXCL,,0
11074,ADDRESS_LINE_4,SCI_EQFX 2015-03-18,SI_EQFX_SCV_IDSP,,0
11029,ADDRESS_LINE_4,SCI_EQFX 2015-03-18,SI_EQFX_SCV_EXPT,,0
11075,ADDRESS_LINE_5,SCI_EQFX 2015-03-18,SI_EQFX_SCV_IDSP,,0
11147,ADDRESS_LINE_5,SCI_FMLY_2015-06-12,SI_FMLY_PO_ISA_CUSTOMER,,0
10952,ADDRESS_LINE_5,SCI_EQFX 2015-03-18,SI_EQFX_SCV_CUST,,0
10985,ADDRESS_LINE_5,SCI_EQFX 2015-03-18,SI_EQFX_SCV_EXCL,,0
11030,ADDRESS_LINE_5,SCI_EQFX 2015-03-18,SI_EQFX_SCV_EXPT,,0
11148,ADDRESS_LINE_6,SCI_FMLY_2015-06-12,SI_FMLY_PO_ISA_CUSTOMER,,0
10953,ADDRESS_LINE_6,SCI_EQFX 2015-03-18,SI_EQFX_SCV_CUST,,0
14750,ADDRESSEE,SCI_CLML 2015-03-18,SI_CLML_ADDRESSES,,0
14497,ADERNR,SCI_TRBK 2015-09-16,SI_TRBK_SHRADD,,0
14123,ADHSEN,SCI_TRBK 2015-09-16,SI_TRBK_IVAADR,,0
14498,ADIRPR,SCI_TRBK 2015-09-16,SI_TRBK_SHRADD,,0
14124,ADISCD,SCI_TRBK 2015-09-16,SI_TRBK_IVAADR,,0
14499,ADISOC,SCI_TRBK 2015-09-16,SI_TRBK_SHRADD,,0
12934,ADJUSTMENT_NAME,SCI_MANU 2016-04-11,SI_MANU_ADJUSTMENTS_TEMPLATE,,0
10622,ADMIN_OWNER,SCI_CLML 2015-03-18,SI_CLML_CREDIT_MANAGERS,,0
10611,ADMIN_OWNER,SCI_CLML 2015-03-18,SI_CLML_CREDIT_DEPARTMENTS,,0
10662,ADMIN_OWNER,SCI_CLML 2015-03-18,SI_CLML_CUSTOMERS,,0
19451,ADMIN_OWNER,SCI_TRML 2015-07-10 V3,SI_CLML_CUSTOMERS,,0
19605,ADMIN_OWNER,SCI_TRML 2015-07-10 V3,SI_CLML_CREDIT_DEPARTMENTS,,0
19608,ADMIN_OWNER,SCI_TRML 2015-07-10 V3,SI_CLML_CREDIT_MANAGERS,,0
14500,ADNAME,SCI_TRBK 2015-09-16,SI_TRBK_SHRADD,,0
14501,ADOFFC,SCI_TRBK 2015-09-16,SI_TRBK_SHRADD,,0
14502,ADOFFR,SCI_TRBK 2015-09-16,SI_TRBK_SHRADD,,0
14125,ADPPSN,SCI_TRBK 2015-09-16,SI_TRBK_IVAADR,,0
14126,ADPPSR,SCI_TRBK 2015-09-16,SI_TRBK_IVAADR,,0
15135,ADRS_ID,IDL20170908,ADRS,INTEGER,0
27682,ADRS_ID,IDL20180116,ADRS,INTEGER,0
17189,ADRS_LIN_1_TXT,IDL20170908,STREET_ADRS,VARCHAR,50
29718,ADRS_LIN_1_TXT,IDL20180116,STREET_ADRS,VARCHAR,50
17190,ADRS_LIN_2_TXT,IDL20170908,STREET_ADRS,VARCHAR,50
29719,ADRS_LIN_2_TXT,IDL20180116,STREET_ADRS,VARCHAR,50
17191,ADRS_LIN_3_TXT,IDL20170908,STREET_ADRS,VARCHAR,50
29720,ADRS_LIN_3_TXT,IDL20180116,STREET_ADRS,VARCHAR,50
17192,ADRS_LIN_4_TXT,IDL20170908,STREET_ADRS,VARCHAR,50
29721,ADRS_LIN_4_TXT,IDL20180116,STREET_ADRS,VARCHAR,50
17193,ADRS_LIN_5_TXT,IDL20170908,STREET_ADRS,VARCHAR,40
29722,ADRS_LIN_5_TXT,IDL20180116,STREET_ADRS,VARCHAR,40
17194,ADRS_LIN_6_TXT,IDL20170908,STREET_ADRS,VARCHAR,40
29723,ADRS_LIN_6_TXT,IDL20180116,STREET_ADRS,VARCHAR,40
15136,ADRS_TYP_CD,IDL20170908,ADRS,VARCHAR,30
27683,ADRS_TYP_CD,IDL20180116,ADRS,VARCHAR,30
14503,ADSTRD,SCI_TRBK 2015-09-16,SI_TRBK_SHRADD,,0
10514,ADT_ID,SCI_CLML 2015-03-18,SI_CLML_ADDRESSES,,0
19407,ADT_ID,SCI_TRML 2015-07-10 V3,SI_CLML_ADDRESSES,,0
14127,ADTXNO,SCI_TRBK 2015-09-16,SI_TRBK_IVAADR,,0
14504,ADTXNR,SCI_TRBK 2015-09-16,SI_TRBK_SHRADD,,0
10446,AGE_CHILD_VAL_DTE,SCI_CISS 2015-03-18,SI_CISS_PERSONAL_CLIENT,,0
10447,AGE_OLDEST_CHILD,SCI_CISS 2015-03-18,SI_CISS_PERSONAL_CLIENT,,0
10448,AGE_YOUNGEST_CHILD,SCI_CISS 2015-03-18,SI_CISS_PERSONAL_CLIENT,,0
13830,AGENCY,SCI_STML 2015-09-16,SI_STML_AGENCY_RATINGS,,0
13831,AGENCY_RATING,SCI_STML 2015-09-16,SI_STML_AGENCY_RATINGS,,0
10901,AGGREGATE_BALANCE,SCI_DGSC 2015-03-18,SI_DGSC_CUSTOMER,,0
10954,AGGREGATE_BALANCE,SCI_EQFX 2015-03-18,SI_EQFX_SCV_CUST,,0
11076,AGGREGATED_BALANCE,SCI_EQFX 2015-03-18,SI_EQFX_SCV_IDSP,,0
10986,AGGREGATED_BALANCE,SCI_EQFX 2015-03-18,SI_EQFX_SCV_EXCL,,0
11031,AGGREGATED_BALANCE,SCI_EQFX 2015-03-18,SI_EQFX_SCV_EXPT,,0
15462,AGMT_ACS_FAC_TYP_CD,IDL20170908,AGMT_X_ACS_FAC,VARCHAR,50
28009,AGMT_ACS_FAC_TYP_CD,IDL20180116,AGMT_X_ACS_FAC,VARCHAR,50
15355,AGMT_CCY_LMT_AMT,IDL20170908,AGMT_LMT,DECIMAL,23
27902,AGMT_CCY_LMT_AMT,IDL20180116,AGMT_LMT,DECIMAL,23
15375,AGMT_CCY_METRIC_AMT,IDL20170908,AGMT_METRIC,DECIMAL,23
27922,AGMT_CCY_METRIC_AMT,IDL20180116,AGMT_METRIC,DECIMAL,23
15551,AGMT_CLAS_CD,IDL20170908,AGMT_X_CLAS_XREF,VARCHAR,50
28080,AGMT_CLAS_CD,IDL20180116,AGMT_X_CLAS_XREF,VARCHAR,50
15552,AGMT_CLAS_VAL_CD,IDL20170908,AGMT_X_CLAS_XREF,VARCHAR,50
28081,AGMT_CLAS_VAL_CD,IDL20180116,AGMT_X_CLAS_XREF,VARCHAR,50
15147,AGMT_CLSE_DTTM,IDL20170908,AGMT,TIMESTAMP,0
27694,AGMT_CLSE_DTTM,IDL20180116,AGMT,TIMESTAMP,0
15148,AGMT_CUR_STS_CD,IDL20170908,AGMT,VARCHAR,50
27695,AGMT_CUR_STS_CD,IDL20180116,AGMT,VARCHAR,50
15149,AGMT_CUR_STS_RSN_CD,IDL20170908,AGMT,VARCHAR,50
27696,AGMT_CUR_STS_RSN_CD,IDL20180116,AGMT,VARCHAR,50
15182,AGMT_DLY_METRIC_VALD_FROM_DT,IDL20170908,AGMT_DLY_METRIC,DATE,0
27729,AGMT_DLY_METRIC_VALD_FROM_DT,IDL20180116,AGMT_DLY_METRIC,DATE,0
15183,AGMT_DLY_METRIC_VALD_TO_DT,IDL20170908,AGMT_DLY_METRIC,DATE,0
27730,AGMT_DLY_METRIC_VALD_TO_DT,IDL20180116,AGMT_DLY_METRIC,DATE,0
10591,AGMT_END_DATE,SCI_CLML 2015-03-18,SI_CLML_AGREEMENTS,,0
19593,AGMT_END_DATE,SCI_TRML 2015-07-10 V3,SI_CLML_AGREEMENTS,,0
15213,AGMT_FEAT_AMT,IDL20170908,AGMT_FEAT,DECIMAL,23
27760,AGMT_FEAT_AMT,IDL20180116,AGMT_FEAT,DECIMAL,23
15214,AGMT_FEAT_CD,IDL20170908,AGMT_FEAT,VARCHAR,50
27761,AGMT_FEAT_CD,IDL20180116,AGMT_FEAT,VARCHAR,50
15215,AGMT_FEAT_CNT,IDL20170908,AGMT_FEAT,INTEGER,0
27762,AGMT_FEAT_CNT,IDL20180116,AGMT_FEAT,INTEGER,0
15216,AGMT_FEAT_DESC,IDL20170908,AGMT_FEAT,VARCHAR,250
27763,AGMT_FEAT_DESC,IDL20180116,AGMT_FEAT,VARCHAR,250
15217,AGMT_FEAT_DT,IDL20170908,AGMT_FEAT,DATE,0
27764,AGMT_FEAT_DT,IDL20180116,AGMT_FEAT,DATE,0
15218,AGMT_FEAT_NUM,IDL20170908,AGMT_FEAT,VARCHAR,50
27765,AGMT_FEAT_NUM,IDL20180116,AGMT_FEAT,VARCHAR,50
15219,AGMT_FEAT_PCT,IDL20170908,AGMT_FEAT,DECIMAL,27
27766,AGMT_FEAT_PCT,IDL20180116,AGMT_FEAT,DECIMAL,27
15220,AGMT_FEAT_QTY,IDL20170908,AGMT_FEAT,DECIMAL,18
27767,AGMT_FEAT_QTY,IDL20180116,AGMT_FEAT,DECIMAL,18
15221,AGMT_FEAT_RATE,IDL20170908,AGMT_FEAT,DECIMAL,27
27768,AGMT_FEAT_RATE,IDL20180116,AGMT_FEAT,DECIMAL,27
15222,AGMT_FEAT_ROLE_CD,IDL20170908,AGMT_FEAT,VARCHAR,50
27769,AGMT_FEAT_ROLE_CD,IDL20180116,AGMT_FEAT,VARCHAR,50
15223,AGMT_FEAT_TO_AMT,IDL20170908,AGMT_FEAT,DECIMAL,23
27770,AGMT_FEAT_TO_AMT,IDL20180116,AGMT_FEAT,DECIMAL,23
15224,AGMT_FEAT_VALD_FROM_DTTM,IDL20170908,AGMT_FEAT,TIMESTAMP,0
27771,AGMT_FEAT_VALD_FROM_DTTM,IDL20180116,AGMT_FEAT,TIMESTAMP,0
15225,AGMT_FEAT_VALD_TO_DTTM,IDL20170908,AGMT_FEAT,TIMESTAMP,0
27772,AGMT_FEAT_VALD_TO_DTTM,IDL20180116,AGMT_FEAT,TIMESTAMP,0
15304,AGMT_GRP_AMT,IDL20170908,AGMT_GRP_METRIC,DECIMAL,23
27851,AGMT_GRP_AMT,IDL20180116,AGMT_GRP_METRIC,DECIMAL,23
15305,AGMT_GRP_CNT,IDL20170908,AGMT_GRP_METRIC,INTEGER,0
27852,AGMT_GRP_CNT,IDL20180116,AGMT_GRP_METRIC,INTEGER,0
15242,AGMT_GRP_DESC,IDL20170908,AGMT_GRP,VARCHAR,250
27789,AGMT_GRP_DESC,IDL20180116,AGMT_GRP,VARCHAR,250
15287,AGMT_GRP_FEAT_RATE,IDL20170908,AGMT_GRP_FEAT,DECIMAL,27
27834,AGMT_GRP_FEAT_RATE,IDL20180116,AGMT_GRP_FEAT,DECIMAL,27
15288,AGMT_GRP_FEAT_ROLE_CD,IDL20170908,AGMT_GRP_FEAT,VARCHAR,50
27835,AGMT_GRP_FEAT_ROLE_CD,IDL20180116,AGMT_GRP_FEAT,VARCHAR,50
15289,AGMT_GRP_FEAT_VALD_FROM_DTTM,IDL20170908,AGMT_GRP_FEAT,TIMESTAMP,0
27836,AGMT_GRP_FEAT_VALD_FROM_DTTM,IDL20180116,AGMT_GRP_FEAT,TIMESTAMP,0
15290,AGMT_GRP_FEAT_VALD_TO_DTTM,IDL20170908,AGMT_GRP_FEAT,TIMESTAMP,0
27837,AGMT_GRP_FEAT_VALD_TO_DTTM,IDL20180116,AGMT_GRP_FEAT,TIMESTAMP,0
15243,AGMT_GRP_HOST_ID,IDL20170908,AGMT_GRP,INTEGER,0
27790,AGMT_GRP_HOST_ID,IDL20180116,AGMT_GRP,INTEGER,0
15306,AGMT_GRP_ID,IDL20170908,AGMT_GRP_METRIC,INTEGER,0
15291,AGMT_GRP_ID,IDL20170908,AGMT_GRP_FEAT,INTEGER,0
8720,AGMT_GRP_ID,SCI_BKKG 2015-07-10 V2,SI_BKKG_GROUPS_FEE,,0
8685,AGMT_GRP_ID,SCI_BKKG 2015-07-10 V2,SI_BKKG_GROUPS_DEPOSIT,,0
8994,AGMT_GRP_ID,SCI_BKKG 2015-07-10 V2,SI_BKKG_GROUPS_PRINCIPAL,,0
16897,AGMT_GRP_ID,IDL20170908,PRTY_X_AGMT_GRP,INTEGER,0
15498,AGMT_GRP_ID,IDL20170908,AGMT_X_AGMT_GRP,INTEGER,0
8893,AGMT_GRP_ID,SCI_BKKG 2015-07-10 V2,SI_BKKG_GROUPS_PERMISSION,,0
15244,AGMT_GRP_ID,IDL20170908,AGMT_GRP,INTEGER,0
15262,AGMT_GRP_ID,IDL20170908,AGMT_GRP_DLY_METRIC,INTEGER,0
8802,AGMT_GRP_ID,SCI_BKKG 2015-07-10 V2,SI_BKKG_GROUPS_INTEREST,,0
9121,AGMT_GRP_ID,SCI_BKKG 2015-07-10 V2,SI_BKKG_GROUPS_STAFF,,0
8678,AGMT_GRP_ID,SCI_BKKG 2015-07-10 V2,SI_BKKG_GROUPS_ACCNT,,0
9025,AGMT_GRP_ID,SCI_BKKG 2015-07-10 V2,SI_BKKG_GROUPS_SOLICITORS,,0
27791,AGMT_GRP_ID,IDL20180116,AGMT_GRP,INTEGER,0
27811,AGMT_GRP_ID,IDL20180116,AGMT_GRP_DLY_METRIC,INTEGER,0
27838,AGMT_GRP_ID,IDL20180116,AGMT_GRP_FEAT,INTEGER,0
27853,AGMT_GRP_ID,IDL20180116,AGMT_GRP_METRIC,INTEGER,0
28045,AGMT_GRP_ID,IDL20180116,AGMT_X_AGMT_GRP,INTEGER,0
29229,AGMT_GRP_ID,IDL20180116,PRTY_X_AGMT_GRP,INTEGER,0
15307,AGMT_GRP_METRIC_CD,IDL20170908,AGMT_GRP_METRIC,VARCHAR,30
27854,AGMT_GRP_METRIC_CD,IDL20180116,AGMT_GRP_METRIC,VARCHAR,30
15308,AGMT_GRP_METRIC_UOM_ID,IDL20170908,AGMT_GRP_METRIC,INTEGER,0
27855,AGMT_GRP_METRIC_UOM_ID,IDL20180116,AGMT_GRP_METRIC,INTEGER,0
15309,AGMT_GRP_METRIC_VALD_FROM_DTTM,IDL20170908,AGMT_GRP_METRIC,TIMESTAMP,0
27856,AGMT_GRP_METRIC_VALD_FROM_DTTM,IDL20180116,AGMT_GRP_METRIC,TIMESTAMP,0
15310,AGMT_GRP_METRIC_VALD_TO_DTTM,IDL20170908,AGMT_GRP_METRIC,TIMESTAMP,0
27857,AGMT_GRP_METRIC_VALD_TO_DTTM,IDL20180116,AGMT_GRP_METRIC,TIMESTAMP,0
15245,AGMT_GRP_NAME,IDL20170908,AGMT_GRP,VARCHAR,100
27792,AGMT_GRP_NAME,IDL20180116,AGMT_GRP,VARCHAR,100
15311,AGMT_GRP_QTY,IDL20170908,AGMT_GRP_METRIC,DECIMAL,18
27858,AGMT_GRP_QTY,IDL20180116,AGMT_GRP_METRIC,DECIMAL,18
15312,AGMT_GRP_RATE,IDL20170908,AGMT_GRP_METRIC,DECIMAL,27
27859,AGMT_GRP_RATE,IDL20180116,AGMT_GRP_METRIC,DECIMAL,27
15246,AGMT_GRP_TYP_CD,IDL20170908,AGMT_GRP,VARCHAR,30
27793,AGMT_GRP_TYP_CD,IDL20180116,AGMT_GRP,VARCHAR,30
14349,AGMT_ID,SCI_TRBK 2015-09-16,SI_TRBK_SHR,,0
14527,AGMT_ID,SCI_TRBK 2015-09-16,SI_TRBK_SHRT,,0
14751,AGMT_ID,SCI_TRML 2015-07-10 V3,SI_TRML_BREAK_EVENTS,,0
14775,AGMT_ID,SCI_TRML 2015-07-10 V3,SI_TRML_CUSTOMER_TRADES,,0
14924,AGMT_ID,SCI_TRML 2015-07-10 V3,SI_TRML_NOMINAL_CLASS,,0
14942,AGMT_ID,SCI_TRML 2015-07-10 V3,SI_TRML_TRADE_COMPONENTS,,0
15150,AGMT_ID,IDL20170908,AGMT,INTEGER,0
15326,AGMT_ID,IDL20170908,AGMT_IDENT,INTEGER,0
8034,AGMT_ID,SCI_BKKG 2015-07-10 V2,SI_BKKG_GBKGA_DEP_REC,,0
14189,AGMT_ID,SCI_TRBK 2015-09-16,SI_TRBK_IVPACL,,0
3072,AGMT_ID,SCI_ALNI 2015-09-21,SI_ALNI_BGDT006,,0
3615,AGMT_ID,SCI_ALNI 2015-09-21,SI_ALNI_BGDT152,,0
3642,AGMT_ID,SCI_ALNI 2015-09-21,SI_ALNI_BGDTZ06,,0
9305,AGMT_ID,SCI_BKKG 2015-07-10 V2,SI_BKKG_MONTHHIS_GROUP,,0
9725,AGMT_ID,SCI_BKKG 2015-07-10 V2,SI_BKKG_STATHIST,,0
10382,AGMT_ID,SCI_CISS 2015-03-18,SI_CISS_COMMERCIAL_CUST_DTLS,,0
16876,AGMT_ID,IDL20170908,PRTY_X_AGMT,INTEGER,0
16914,AGMT_ID,IDL20170908,PRTY_X_AGMT_PRPTY,INTEGER,0
15516,AGMT_ID,IDL20170908,AGMT_X_CCY,INTEGER,0
15499,AGMT_ID,IDL20170908,AGMT_X_AGMT_GRP,INTEGER,0
15628,AGMT_ID,IDL20170908,AGMT_X_PROD,INTEGER,0
15646,AGMT_ID,IDL20170908,AGMT_X_RATE,INTEGER,0
15663,AGMT_ID,IDL20170908,AGMT_X_SCHD,INTEGER,0
16487,AGMT_ID,IDL20170908,OPRT_CSH_FLW_EV,INTEGER,0
15437,AGMT_ID,IDL20170908,AGMT_RATE_PLN_TRNCH,INTEGER,0
15418,AGMT_ID,IDL20170908,AGMT_RATE_PLN,INTEGER,0
10500,AGMT_ID,SCI_CISS 2015-03-18,SI_CISS_PRODUCT_OCCURANCE,,0
11189,AGMT_ID,SCI_FMLY_2015-06-12,SI_FMLY_PO_ISA_TRANSACTION,,0
13080,AGMT_ID,SCI_MANU 2016-04-11,SI_MANU_COMPANY_REG_NUMBER,,0
3573,AGMT_ID,SCI_ALNI 2015-09-21,SI_ALNI_BGDT136,,0
5757,AGMT_ID,SCI_ALUK 2015-09-21,SI_ALUK_BGDT041,,0
5664,AGMT_ID,SCI_ALUK 2015-09-21,SI_ALUK_BGDT033,,0
6490,AGMT_ID,SCI_BKKG 2015-07-10 V2,SI_BKKG_ACCNT_ALL_RECS,,0
6499,AGMT_ID,SCI_BKKG 2015-07-10 V2,SI_BKKG_ACCNT_DEP_REC,,0
7003,AGMT_ID,SCI_BKKG 2015-07-10 V2,SI_BKKG_ACCNT_OFFICE,,0
3530,AGMT_ID,SCI_ALNI 2015-09-21,SI_ALNI_BGDT071,,0
7381,AGMT_ID,SCI_BKKG 2015-07-10 V2,SI_BKKG_ACCNT_SAVINGS,,0
7797,AGMT_ID,SCI_BKKG 2015-07-10 V2,SI_BKKG_GBKGA_ALL_LOAN,,0
4242,AGMT_ID,SCI_ALPO 2015-09-21,SI_ALPO_BGDT006,,0
4761,AGMT_ID,SCI_ALPO 2015-09-21,SI_ALPO_BGDT136,,0
4700,AGMT_ID,SCI_ALPO 2015-09-21,SI_ALPO_BGDT071,,0
5461,AGMT_ID,SCI_ALUK 2015-09-21,SI_ALUK_BGDT006,,0
9190,AGMT_ID,SCI_BKKG 2015-07-10 V2,SI_BKKG_MONTHHIS_ACCOUNT,,0
13979,AGMT_ID,SCI_TRBK 2015-09-16,SI_TRBK_ALTS,,0
14507,AGMT_ID,SCI_TRBK 2015-09-16,SI_TRBK_SHRI,,0
14505,AGMT_ID,SCI_TRBK 2015-09-16,SI_TRBK_SHRADD,,0
15089,AGMT_ID,IDL20170908,ACNT_LQDY_CSH_FLW,INTEGER,0
15001,AGMT_ID,SCI_TRML 2015-07-10 V3,SI_TRML_TRADES,,0
15184,AGMT_ID,IDL20170908,AGMT_DLY_METRIC,INTEGER,0
15226,AGMT_ID,IDL20170908,AGMT_FEAT,INTEGER,0
15402,AGMT_ID,IDL20170908,AGMT_NAME,INTEGER,0
15376,AGMT_ID,IDL20170908,AGMT_METRIC,INTEGER,0
15356,AGMT_ID,IDL20170908,AGMT_LMT,INTEGER,0
8101,AGMT_ID,SCI_BKKG 2015-07-10 V2,SI_BKKG_GBKGA_GRP_CHRGE,,0
14128,AGMT_ID,SCI_TRBK 2015-09-16,SI_TRBK_IVAADR,,0
14129,AGMT_ID,SCI_TRBK 2015-09-16,SI_TRBK_IVAEUT,,0
14075,AGMT_ID,SCI_TRBK 2015-09-16,SI_TRBK_INVDDP,,0
14704,AGMT_ID,SCI_TRBK 2015-09-16,SI_TRBK_V05INVS,,0
5870,AGMT_ID,SCI_ALUK 2015-09-21,SI_ALUK_BGDT071,,0
8454,AGMT_ID,SCI_BKKG 2015-07-10 V2,SI_BKKG_GBKGA_OFFICE,,0
8481,AGMT_ID,SCI_BKKG 2015-07-10 V2,SI_BKKG_GBKGA_ORD_CURRENT,,0
10330,AGMT_ID,SCI_BKKG 2015-07-10 V2,SI_BKKG_TRNSHIST,,0
11563,AGMT_ID,SCI_IBNI 2016-02-22,SI_IBNI_BMF40P_HDL,,0
17167,AGMT_ID,IDL20170908,SCHD,INTEGER,0
15571,AGMT_ID,IDL20170908,AGMT_X_COA_ACNT,INTEGER,0
15553,AGMT_ID,IDL20170908,AGMT_X_CLAS_XREF,INTEGER,0
15534,AGMT_ID,IDL20170908,AGMT_X_CHNL,INTEGER,0
15587,AGMT_ID,IDL20170908,AGMT_X_LOCTR,INTEGER,0
16027,AGMT_ID,IDL20170908,FIN_AGMT_EV,INTEGER,0
16431,AGMT_ID,IDL20170908,NON_FIN_AGMT_EV,INTEGER,0
15463,AGMT_ID,IDL20170908,AGMT_X_ACS_FAC,INTEGER,0
9613,AGMT_ID,SCI_BKKG 2015-07-10 V2,SI_BKKG_MONTHHIS_SAVINGS,,0
11123,AGMT_ID,SCI_FMLY_2015-06-12,SI_FMLY_PO_ISA_ACCOUNT,,0
9395,AGMT_ID,SCI_BKKG 2015-07-10 V2,SI_BKKG_MONTHHIS_OFFICE,,0
4069,AGMT_ID,SCI_ALNI 2015-09-21,SI_ALNI_PEDT008,,0
4566,AGMT_ID,SCI_ALPO 2015-09-21,SI_ALPO_BGDT041,,0
4830,AGMT_ID,SCI_ALPO 2015-09-21,SI_ALPO_BGDTZ06,,0
4803,AGMT_ID,SCI_ALPO 2015-09-21,SI_ALPO_BGDT152,,0
5288,AGMT_ID,SCI_ALPO 2015-09-21,SI_ALPO_PEDT008,,0
7113,AGMT_ID,SCI_BKKG 2015-07-10 V2,SI_BKKG_ACCNT_ORD_CURRENT,,0
6665,AGMT_ID,SCI_BKKG 2015-07-10 V2,SI_BKKG_ACCNT_INT_EARN,,0
3303,AGMT_ID,SCI_ALNI 2015-09-21,SI_ALNI_BGDT033,,0
3396,AGMT_ID,SCI_ALNI 2015-09-21,SI_ALNI_BGDT041,,0
7577,AGMT_ID,SCI_BKKG 2015-07-10 V2,SI_BKKG_CREDIT_RATE_HISTORY,,0
7893,AGMT_ID,SCI_BKKG 2015-07-10 V2,SI_BKKG_GBKGA_ALL_RECORDS,,0
8282,AGMT_ID,SCI_BKKG 2015-07-10 V2,SI_BKKG_GBKGA_INT_EARN,,0
8679,AGMT_ID,SCI_BKKG 2015-07-10 V2,SI_BKKG_GROUPS_ACCNT,,0
